FID	PC0	PC1	PC2	PC3	PC4	PC5	PC6	PC7
      24	-0.0109528771122	-0.0115779496702	-0.0008209428613	0.0100390538780	-0.0040658951613	0.0084344087358	0.0063251426502	0.0023014118519
      25	-0.0110564197910	-0.0114540827390	0.0006909420972	0.0056726032295	0.0114887321462	0.0106476314066	-0.0121140615408	-0.0124596269107
      26	-0.0110892192686	-0.0116789935770	-0.0016417587512	0.0002301340002	0.0044795463335	-0.0123826904173	0.0134695610718	-0.0080855398654
      27	0.0155236337718	-0.0038488918405	-0.0022067664112	0.0102240099368	0.0116184584754	-0.0053610374327	0.0020902466998	-0.0069680280926
      28	-0.0050803637035	0.0124387638781	0.0010498345834	-0.0084083123576	-0.0023543640843	0.0140655659078	-0.0076798535100	0.0026469972138
      29	-0.0052667221382	0.0134440546557	0.0024416211130	-0.0101452254067	0.0056001139794	0.0091393934681	0.0027883002450	0.0083441050009
      30	0.0144696905743	-0.0043795566364	0.0010877300970	-0.0036046430259	-0.0007555720873	-0.0148766748306	0.0034898444864	0.0179335748427
      31	-0.0047042198508	0.0154997399902	-0.0007899600876	0.0033197901144	-0.0052272482268	-0.0309474157139	-0.0138302288383	-0.0061170600381
      32	-0.0043355783060	0.0154173686100	0.0001279907554	0.0096114086644	-0.0137827241113	0.0067855569430	0.0041110203824	-0.0189693752976
      33	-0.0026619647712	0.0136164846866	-0.0005303436124	0.0037324727471	-0.0007765272888	-0.0030073946487	-0.0041590137533	-0.0111428526579
      34	0.0157947597234	-0.0039960935591	-0.0012046089341	0.0132730538799	0.0026134612098	-0.0098143101366	-0.0021926773586	-0.0112230431958
      35	0.0152262261861	-0.0040387554062	-0.0036380769636	0.0113814225659	-0.0122984365546	0.0146414155106	-0.0095819196504	-0.0002977454446
      36	-0.0108413447268	-0.0105561067271	-0.0014963705273	-0.0026066370992	-0.0037387612365	-0.0025458617204	-0.0026173956606	0.0038569022002
      37	-0.0113197562474	-0.0115917335148	-0.0012933475609	-0.0024521296956	-0.0042554395866	-0.0092445560435	0.0017205874438	-0.0114536227607
      38	-0.0016190062625	0.0127919906607	-0.0014728691510	0.0010868452852	-0.0018629704468	0.0046649049323	0.0114866086975	0.0093399247581
      39	-0.0046330888756	0.0105691356551	-0.0010728702302	-0.0194596293298	-0.0082491222131	-0.0031643364188	-0.0053803525750	0.0078132852993
      40	-0.0058618638633	0.0097345447147	0.0019143069864	-0.0152892596481	-0.0005793780978	-0.0031402562267	0.0138720687596	-0.0191667803955
      41	0.0139888837182	-0.0046562131301	-0.0005979603829	-0.0048151009539	-0.0064405504540	0.0285218664702	0.0044505764300	0.0083669265511
      42	0.0154841275331	-0.0042895336656	-0.0023692966303	0.0090690618752	-0.0014649485384	-0.0025484987353	-0.0070788540472	0.0106154255294
      43	-0.0044484035398	0.0153927755268	0.0022584587679	0.0057485755137	0.0085752902513	0.0002606897208	0.0047994907964	-0.0136037028577
      44	-0.0043286407371	0.0149539345564	-0.0031275690694	0.0012195873948	-0.0048864829827	0.0035647625623	0.0108514838109	-0.0016728416026
      45	-0.0114471817042	-0.0115318195856	0.0013684395281	0.0117438682432	-0.0121300857594	0.0020200281644	-0.0088663515385	-0.0059436986332
      46	-0.0110691907332	-0.0114180981931	-0.0017533284878	0.0046210548653	0.0066511539405	0.0028310857306	0.0008409702863	0.0046602565358
      47	0.0151039234984	-0.0034263863659	0.0002406507194	0.0099160037429	0.0178708490218	-0.0059321603840	-0.0014821407151	-0.0027896610326
      48	0.0054775007630	-0.0017026166548	0.0033734277495	-0.0206917616827	0.0092131513674	-0.0060682353586	0.0011330237240	-0.0132095718813
      49	-0.0113477930124	-0.0114088486563	0.0002076413825	0.0047864805997	-0.0147369771918	0.0072745114642	-0.0083979847102	0.0014633330150
      50	-0.0060067100822	0.0103447934720	-0.0009017582809	-0.0158707173431	-0.0119649780050	0.0154261448226	0.0040344329386	0.0039167280288
      51	-0.0043186018416	0.0155708859346	-0.0017161355913	0.0073459378096	-0.0049390870796	0.0132349735918	0.0001917318825	0.0098857181534
      52	-0.0044621420936	0.0147374065364	0.0019499906936	-0.0007699491822	0.0146058413464	-0.0014820279060	0.0172689964738	0.0203909649713
      53	-0.0043122905436	0.0152293767247	-0.0027221365452	0.0079514440616	0.0213031552161	-0.0117166290459	0.0014544112837	-0.0053304141506
      54	0.0105999881886	-0.0056669844815	0.0020789432571	-0.0169780570303	-0.0056716164790	0.0208739372768	0.0093283082264	0.0071930125008
      55	0.0057410599640	-0.0064476155541	0.0003616463917	-0.0151465773270	-0.0096658168142	-0.0142796595864	-0.0004740005418	0.0050383788889
      56	0.0148261459483	-0.0030565387924	0.0012024165645	-0.0007385542642	0.0189484067425	-0.0018569638155	0.0105484434324	0.0107455223361
      57	-0.0112952001711	-0.0117426194828	-0.0000475996145	0.0032478936168	-0.0100761090577	0.0078225970356	-0.0040225826338	0.0082342527968
      58	-0.0049822616054	-0.0019562542704	0.0007714708949	-0.0066362715111	0.0030381853390	-0.0143701393932	-0.0069471975173	-0.0043094442925
      59	-0.0108521599764	-0.0100256707934	0.0005912919123	0.0049813449404	0.0093654778596	0.0041928498083	-0.0043870969361	-0.0104873337825
      60	-0.0105804119106	-0.0112161865923	-0.0007456487378	0.0051928867308	0.0181957502803	0.0091803477071	-0.0104766159395	-0.0065979276670
      61	-0.0032705917575	0.0133080780044	-0.0002439559354	-0.0066608596577	-0.0086163802077	0.0062474121333	-0.0126976082255	-0.0093973124851
      62	-0.0053984476518	0.0039529098759	0.0000529949915	-0.0128366959941	0.0082419895230	0.0092412588127	0.0083411025855	-0.0010210103769
      63	0.0122726309108	-0.0052067719560	0.0013710415566	-0.0220818473011	0.0058426130924	0.0021038795715	0.0007115510385	-0.0023412591397
      64	-0.0044482452962	0.0154632615162	-0.0013865868375	0.0077105034947	0.0073304507913	-0.0093614370777	-0.0149567382924	0.0182128032552
      65	-0.0110909884329	-0.0113598437078	-0.0042919727969	0.0084874805399	-0.0026904566817	0.0098965660201	-0.0119711981841	-0.0086868489237
      66	-0.0109957278366	-0.0113473624999	0.0017819874265	0.0115814262304	-0.0043650288428	0.0126830069114	0.0005542017506	-0.0127881067023
      67	-0.0075894817206	0.0022905906325	0.0024849883299	-0.0084383277355	-0.0141863218586	-0.0060222470652	-0.0084013890535	0.0132369871048
      68	-0.0045086997315	-0.0088743480341	0.0015012377443	0.0007753388372	-0.0178333724548	0.0190527051346	-0.0128959402518	-0.0072519062188
      69	-0.0043455452555	0.0154370298858	-0.0026502139956	0.0049253124707	0.0093098645747	-0.0124951295600	0.0054861859576	-0.0033538533256
      70	-0.0018767260283	0.0131574738464	-0.0005515237663	0.0025443516277	0.0106928517965	0.0153931853832	0.0017936790217	0.0043330116445
      71	0.0149463771248	-0.0037608539907	-0.0004626812821	0.0122158730409	0.0024298637900	0.0061217085510	-0.0036180558252	-0.0116487352421
      72	-0.0112694660289	-0.0113466509643	0.0007695617503	0.0042286375456	0.0096914857850	0.0123302174149	-0.0006946599837	0.0049831408712
      73	0.0151908292668	-0.0037241573024	0.0031915972318	0.0122527879956	0.0036438030606	0.0023258633895	0.0102828955684	0.0062970299623
      74	0.0064524492981	-0.0064889882448	0.0013164584996	-0.0174825823060	-0.0032549346859	-0.0122519044759	-0.0003554725953	-0.0170994258474
      75	-0.0039926470897	0.0154705623171	0.0023333881874	0.0030176892762	-0.0092545701943	0.0060039790844	0.0187425588379	0.0200760336242
      76	-0.0045750113623	0.0154216440746	-0.0001645406240	-0.0002779395633	0.0181367092465	-0.0140028061573	0.0091423899172	-0.0092885083085
      77	-0.0111470852611	-0.0114630048422	0.0001153795134	0.0059443507371	0.0115181998799	0.0038836408160	0.0082411435817	-0.0073690469714
      78	-0.0070560271786	0.0028106503749	-0.0016101152004	-0.0024664765352	-0.0043597631241	0.0031642697852	0.0041636521689	-0.0108728910608
      79	-0.0034331189249	0.0147786898857	-0.0022049058009	-0.0015776027940	0.0063952867748	-0.0212060711618	-0.0055567107215	-0.0071790183384
      80	0.0154732769832	-0.0038285663131	-0.0016888730239	0.0204627232721	0.0182744724112	0.0006076210617	-0.0015668109419	-0.0001422011550
      81	-0.0042548976687	0.0154735856782	0.0008880253730	0.0096566844809	0.0126426124754	-0.0138377953669	0.0058715537852	-0.0200706044913
      82	-0.0112753186593	-0.0115577303353	0.0005401911545	0.0020318177996	-0.0146064555121	0.0111995691035	0.0006830515799	-0.0068604185426
      83	-0.0070399160604	0.0013447277842	0.0016539591878	-0.0125672245443	-0.0065182340902	0.0014283235603	0.0001491909840	-0.0086621144136
      84	0.0132197629653	-0.0038382273885	-0.0020991286218	-0.0195045962866	-0.0265456448811	-0.0097901321111	-0.0040766646143	0.0132024857783
      85	0.0035976076075	-0.0075123494199	-0.0042656847060	-0.0076588771333	0.0010239644194	-0.0057478354579	-0.0015928751105	-0.0019161932206
      86	-0.0041634863970	0.0155317736961	-0.0029779454936	0.0052636962124	-0.0019066899825	-0.0037208224349	0.0021360401178	0.0068053896602
      87	-0.0042647797098	0.0153888814667	0.0013738721125	0.0066185949970	0.0025701254930	0.0140820306784	0.0040829136249	-0.0010059046769
      88	-0.0046817456188	0.0142184687191	0.0004798882053	-0.0036959347503	-0.0071783568410	0.0111056187261	-0.0082301425448	-0.0175984059380
      89	-0.0005562365828	0.0116241023468	-0.0006943244001	0.0025910510619	0.0135021508376	0.0090536889278	0.0059580414312	0.0067167082470
      90	-0.0113633122681	-0.0113018436545	0.0014534076061	0.0088233904832	0.0107573351622	0.0091256240159	0.0112264512482	-0.0006876745184
      91	0.0152533555775	-0.0037912406726	0.0021978970289	0.0119591326337	-0.0016372165365	-0.0101025983941	-0.0012433977482	0.0059616720947
      92	0.0080744083101	0.0021456520807	-0.0002233130117	-0.0222897501002	-0.0102744093372	0.0080038289773	-0.0035059149723	0.0146235759752
      93	0.0079081510543	0.0031287967768	0.0051069283258	-0.0209555793072	0.0015592579952	-0.0083672285394	0.0043623474860	0.0050343474588
      94	0.0149807012139	-0.0034958290325	0.0005974276742	0.0051916618776	0.0046242363078	-0.0014401934702	-0.0009929508027	0.0121226814219
      95	0.0152754573865	-0.0038832250793	0.0029285730886	0.0069226665232	-0.0312642372746	0.0060986956594	0.0103898546359	0.0105426589608
      96	0.0154062942338	-0.0036397056177	-0.0027870522950	0.0125050303474	0.0149462240729	-0.0077939333700	-0.0121469297618	-0.0062356705250
      97	-0.0043190423539	0.0152702729257	0.0002997488421	0.0025113480163	0.0119997496882	0.0129099104261	-0.0131871353843	-0.0038742163721
      98	-0.0077040065661	-0.0058357919065	0.0002995474034	-0.0031628200019	-0.0058271662464	-0.0243865121436	-0.0141974194120	0.0080685253434
      99	-0.0046945653311	0.0144387433948	-0.0013803763830	-0.0109274807115	-0.0056432722070	0.0147839548641	-0.0041132441562	-0.0031386595454
     100	-0.0018625598742	0.0132278134089	0.0014366658120	0.0040463346119	-0.0059037897875	-0.0135854358410	-0.0128047064877	-0.0065908972394
     101	-0.0097586545677	-0.0070925882484	0.0000740431328	-0.0034910326043	0.0126200240763	-0.0001377699117	0.0109125136061	-0.0047468204237
     102	0.0087036356605	0.0026008323032	0.0005774063289	-0.0193111047739	-0.0054599463829	0.0128175385390	-0.0064698110468	-0.0031747830039
     103	-0.0106956799671	-0.0104179966041	-0.0013030683130	0.0009856221199	0.0140899196549	0.0061382729491	-0.0165033289712	0.0200010412753
     104	-0.0032136320922	0.0088309096061	-0.0001168495592	-0.0175033956550	-0.0275152115426	-0.0065478073933	-0.0132635145952	0.0135900497467
     105	-0.0047894196440	0.0144908548656	0.0012821467312	-0.0050895355900	-0.0047644306373	-0.0023291930992	0.0070744982533	0.0015620073225
     106	-0.0112553026510	-0.0112740228665	-0.0024284462350	0.0046515073518	-0.0077139431152	-0.0085010498115	0.0097173874140	-0.0052050744940
     107	-0.0110762161123	-0.0115233186353	-0.0012211064631	0.0047832470983	0.0070196335700	0.0109789069181	-0.0003309183831	0.0017591099846
     108	-0.0070605088967	0.0041041299958	-0.0016520652058	-0.0083744157749	-0.0069493224396	0.0053971526322	-0.0115529074563	-0.0199964840996
     109	-0.0113358512374	-0.0114800942424	0.0021870669696	0.0045507989827	-0.0186749922120	-0.0056961406692	-0.0014029405290	-0.0056308471874
     110	-0.0111210215598	-0.0115027373546	0.0005801664482	0.0071761042743	-0.0027681263042	0.0043504828725	0.0108428105065	0.0181587324431
     111	-0.0011117301764	0.0123554479179	-0.0015799180522	0.0038204866806	-0.0095561269470	0.0051355957916	-0.0044253607091	0.0047784272594
     112	0.0013269633540	-0.0082097231440	0.0009075229851	-0.0178213046035	0.0038286241713	0.0021202602231	0.0140481149203	0.0110706794085
     113	-0.0112944147578	-0.0116747221699	0.0043106068601	0.0028373484667	0.0082384368628	-0.0137288065045	0.0061192288637	-0.0018079948228
     114	-0.0044332867310	-0.0094969405176	0.0024290228889	-0.0055852894646	0.0142617513725	0.0065391093600	0.0187207677621	-0.0048216129130
     115	0.0152631977852	-0.0037599199966	-0.0007313793256	0.0143673527862	0.0015168145342	-0.0045474521297	0.0003901466199	0.0055438726542
     116	-0.0034463691941	-0.0087969824588	0.0010101241697	-0.0085166904527	-0.0339273503159	-0.0548658455785	0.0239989509307	0.0229883611138
     117	-0.0046381168206	0.0154256743036	0.0029376778844	0.0012571512566	0.0026088990756	0.0125198719384	-0.0220774068905	0.0166712663208
     118	-0.0110988500050	-0.0115516152559	0.0010090712831	0.0019340835720	0.0089799460018	0.0011704537575	-0.0130924802145	0.0082446527654
     119	0.0112118575058	-0.0026631506077	-0.0011827396898	-0.0245483327558	-0.0095003471886	0.0164098789017	0.0077308668339	-0.0091187440834
     120	-0.0043937153695	0.0155970742858	-0.0025279815846	0.0153221503239	-0.0022054918067	-0.0106813526924	-0.0043997605067	0.0031546609794
     121	0.0053485716255	-0.0052951052107	0.0002286201234	-0.0176835214008	-0.0065634075673	0.0016367674999	-0.0076153810689	0.0003648800439
     122	-0.0033625278837	-0.0092510841324	0.0012971962895	-0.0079032078732	0.0027544648672	-0.0111529289063	-0.0064179538306	0.0038081745196
     123	-0.0020635119524	0.0131292756574	-0.0000539420279	0.0019193278942	0.0077573327684	-0.0060110326132	-0.0069996075169	0.0016854784226
     124	-0.0036055405886	0.0146911990825	0.0003177623077	0.0087446234636	-0.0067929123443	-0.0075083802620	0.0040270847186	0.0129949473997
     125	-0.0072961895060	0.0037115745806	0.0003644359246	-0.0059027146606	-0.0090570034898	0.0080744307587	-0.0043671195239	-0.0086405265578
     126	-0.0115180141985	-0.0115780584874	-0.0024963001230	-0.0000613855429	-0.0052178513727	0.0003006911883	-0.0098921571466	0.0028698366265
     127	0.0032969827819	-0.0009953715378	-0.0020503367154	-0.0161561878727	0.0195204810704	0.0020803874817	0.0006026301213	0.0215067625234
     128	0.0088469743227	-0.0061017818892	0.0023696920357	-0.0210535255948	-0.0200819311167	0.0193217580410	-0.0077895395223	0.0072975789021
     129	0.0003252980837	-0.0063383168852	-0.0013275662281	-0.0087482768719	-0.0051593351630	0.0025908329741	-0.0268993743534	-0.0120214510041
     130	-0.0087051964055	-0.0013712034600	0.0021308232946	-0.0091035447771	-0.0100646647457	-0.0020309859724	0.0072691238142	-0.0191945283422
     131	0.0070758547584	-0.0031346718749	0.0011798626377	-0.0220985911709	-0.0024456497675	-0.0159087633182	0.0186894517822	0.0035285425362
     132	-0.0099562201516	-0.0066871360417	0.0018054271889	-0.0016889011339	0.0171581400453	0.0064056305080	-0.0040505899780	-0.0032329402164
     133	-0.0111052415170	-0.0113310021123	0.0008618457486	0.0066773228666	0.0066177845697	0.0002023084315	-0.0132191839413	0.0076944390374
     134	0.0129695601773	-0.0011316319478	-0.0001523066842	-0.0155440538794	0.0146816618778	-0.0002664868894	0.0068998702951	0.0177110865368
     135	0.0151442023990	-0.0037975006600	-0.0007303604747	0.0095406391226	-0.0018660384385	0.0064654838173	-0.0011769938702	0.0049752236420
     136	0.0153643216187	-0.0038958598978	-0.0013116863838	0.0126486158243	-0.0176221216766	0.0015534408809	-0.0030199432497	0.0105639581994
     137	-0.0110842246620	-0.0113413017851	0.0011397623654	0.0029535708810	-0.0148782374419	-0.0148583280088	-0.0146339263600	0.0108577459554
     138	-0.0044635149852	0.0152463750705	0.0025861622327	0.0094166589316	-0.0005866129868	-0.0003539419947	0.0081285615372	0.0105318660761
     139	-0.0006271740312	0.0124366731221	-0.0002963174849	-0.0013193003435	0.0108185057448	-0.0018538079903	0.0133888898297	-0.0187161292666
     140	-0.0111535767860	-0.0112525275143	-0.0015645750762	0.0035397067634	0.0090112444616	-0.0060810002047	-0.0044435177362	-0.0122135528497
     141	-0.0112341247068	-0.0112088649443	-0.0038038460803	0.0054176928311	-0.0096098329774	0.0123579298553	-0.0085040301486	-0.0107366443044
     142	0.0029506998742	-0.0013396388669	-0.0006222336712	-0.0137209539113	0.0029817528193	0.0082715950855	-0.0265555633126	0.0221436394646
     143	-0.0078473863658	0.0022766040716	-0.0011482394603	-0.0064911765368	0.0085125519777	-0.0017975762063	-0.0085988710188	-0.0056899861137
     144	-0.0045468559427	0.0155048421106	-0.0009838117763	0.0053744476418	-0.0008642128984	0.0144185038390	0.0052257772502	0.0056446192760
     145	-0.0114034575881	-0.0108450268477	-0.0010857840321	-0.0008178732858	0.0037046858858	-0.0059549523733	-0.0107387790680	0.0160451761043
     146	0.0147100127954	-0.0026820377252	0.0025481410559	-0.0056221690400	-0.0137289508481	-0.0201752529637	0.0040271681606	-0.0119519280154
     147	-0.0044198990763	0.0152669587511	0.0014113244071	0.0057115245745	0.0125103688933	0.0157513192423	-0.0091348703423	0.0018188805985
     148	-0.0047458697057	0.0125038214328	0.0035722002191	-0.0109129362092	0.0057864724184	0.0037061704971	0.0209201887303	0.0156259386154
     149	0.0152911582791	-0.0039314773552	-0.0003123943634	0.0139653735192	0.0068694159451	-0.0066333216431	-0.0071833500683	-0.0100056422755
     150	0.0152791057017	-0.0038283618809	0.0022369183643	0.0087340127404	-0.0018159975012	0.0110448200957	0.0207106492913	-0.0026647029029
     151	0.0128222733787	-0.0032161675473	0.0005782731793	-0.0258992296716	-0.0006151956967	0.0011378910459	-0.0027627396321	0.0042865735426
     152	0.0070748988722	0.0028158888771	0.0012513363461	-0.0142247942717	-0.0044615241377	0.0096267674203	-0.0002739266781	0.0134410385249
     153	0.0134241891023	-0.0015263385072	-0.0009636403657	-0.0099030520812	-0.0056840753217	-0.0076387465533	-0.0126692568923	0.0162325333030
     154	0.0152281505231	-0.0039675107903	0.0002886220399	0.0142039202056	0.0117961898119	-0.0071058451917	0.0028977111811	0.0020350518681
     155	0.0088742140765	-0.0006182859947	0.0003369535296	-0.0168971846651	0.0120421983634	0.0126697477418	0.0108004136556	-0.0094541286383
     156	-0.0043942422012	0.0154257856679	-0.0022130355933	0.0113790068580	-0.0002017877920	0.0127060120602	-0.0001171903323	0.0083499795590
     157	0.0154382700010	-0.0036589485956	-0.0002398202370	0.0121784516578	0.0006432728899	-0.0052548898905	-0.0017825277344	0.0050906904103
     158	0.0010587941425	-0.0080419081260	0.0023953557500	-0.0102126703994	0.0091583303723	0.0191858810331	-0.0015549435782	-0.0002166909230
     159	0.0056451375371	0.0050777836506	0.0024139082172	-0.0239904337914	0.0076540525471	-0.0000271777696	-0.0044243432264	-0.0143835953972
     160	-0.0039983813648	-0.0013256452189	0.0001531238242	-0.0060557389371	0.0102076459541	0.0128765320268	0.0128148299263	-0.0004530545450
     161	0.0152569929941	-0.0037041871417	-0.0004434848546	0.0069079711086	0.0057647807952	-0.0040165981829	0.0111410879660	-0.0034397531669
     162	-0.0055322947315	0.0125548859196	-0.0016324341077	-0.0108842051629	0.0175861134428	-0.0145604822365	-0.0062917773883	-0.0064214077496
     163	0.0156202225378	-0.0038690274878	-0.0004560831831	0.0102301428442	-0.0121957826218	0.0055261946836	0.0158537585583	-0.0056781156944
     164	-0.0095994489666	-0.0051922830003	0.0023317796880	-0.0021379207376	0.0077810102656	-0.0009613839357	-0.0245800172134	0.0133406868606
     165	0.0155484920166	-0.0038134513591	-0.0031240822978	0.0080761251809	0.0123676910789	-0.0058425200269	0.0119616621322	0.0061702447194
     166	-0.0076777921144	0.0035477972273	-0.0008819648372	-0.0072874778398	-0.0193356993790	0.0021904198714	0.0083532339078	0.0101706605658
     167	-0.0044115099095	0.0152361572017	-0.0005735430873	0.0073319167536	-0.0070046116560	0.0064456480101	-0.0117927668102	0.0194635308088
     168	0.0133263501462	-0.0050496307245	0.0009281178681	-0.0239945075095	0.0057694399554	0.0104144511386	0.0075415487461	0.0070322702491
     169	0.0156003386165	-0.0038872719464	0.0030744668412	0.0096657227524	0.0018881898371	-0.0020856495681	0.0066483603727	-0.0119708526327
     170	0.0153610578718	-0.0038214997896	0.0008595726395	0.0164602795010	0.0084912969629	-0.0034296565000	-0.0013681755001	0.0013688291043
     171	0.0146627305598	-0.0040400751375	0.0003990465257	-0.0060241537093	-0.0149059032159	0.0116923252485	-0.0059733302286	0.0064673839126
     172	-0.0023085901113	-0.0003550897891	0.0016647868900	-0.0083919512916	0.0168600083013	-0.0097051068989	-0.0141701058425	-0.0015493843112
     173	0.0132179191263	-0.0047107133613	-0.0013560877553	-0.0181621952919	0.0101451080564	-0.0085723068836	0.0052558059097	-0.0055286749721
     174	-0.0067345254899	-0.0095052141103	-0.0023344965644	-0.0007981300307	-0.0034204001374	0.0268793546921	0.0054200924168	0.0045441643124
     175	-0.0041145539851	0.0152741232620	-0.0023251005099	0.0088960732642	0.0072101137053	-0.0046396460080	0.0012927172848	-0.0129620750255
     176	-0.0113708308578	-0.0116806986557	0.0000441256333	-0.0019961702173	-0.0005235604987	-0.0010233144052	-0.0005446933961	-0.0048800671520
     177	-0.0058380013410	0.0107418615659	0.0003582483638	-0.0118767030702	0.0140731434940	0.0173222217866	0.0045078728489	0.0025447041096
     178	-0.0113491446756	-0.0112782909502	0.0014798190995	0.0057425761369	0.0215788847973	0.0022183995206	0.0135579041538	0.0001662765406
     179	-0.0040941138703	0.0152802320516	0.0011229608612	0.0148905744834	-0.0111729905674	-0.0026208305162	-0.0218327788427	0.0030873718715
     180	0.0149867610417	-0.0037700589700	0.0008777443734	0.0060275802481	-0.0118130957480	0.0045080175121	0.0110611115231	0.0088127620238
     181	-0.0044810533831	0.0155676387244	-0.0007780742466	0.0044085895982	0.0049608701486	0.0067847783272	0.0006092429710	0.0203943284159
     182	-0.0112217572302	-0.0112796682102	0.0026441274301	0.0063190956627	-0.0150762396911	-0.0014942378701	-0.0075297063194	0.0099502336019
     183	-0.0087655626325	-0.0012741717964	0.0000417185041	-0.0039109996911	-0.0010854613976	-0.0144574521988	0.0177408644741	-0.0019725743464
     184	-0.0049107512411	0.0139537328414	-0.0019362476371	-0.0094880332307	0.0030004235007	0.0031438135506	-0.0051047239421	-0.0175006498331
     185	-0.0042711274758	0.0156541435451	-0.0009863732255	0.0104241062864	-0.0119861192883	0.0056214816235	-0.0043731974235	0.0137107148582
     186	-0.0080020408143	-0.0106506070487	-0.0026118114063	0.0021275305267	0.0053541957024	0.0057740880173	0.0134020765194	-0.0044318326157
     187	-0.0042181635697	0.0156934802766	0.0017305904691	0.0062665908425	-0.0065957137330	0.0010977083695	-0.0046666436479	0.0144206303049
     188	0.0139081651897	-0.0046018172458	0.0028490722940	-0.0170281658057	-0.0068199272468	-0.0237660337378	0.0052125037088	-0.0194072719962
     189	-0.0045742148453	0.0155252843061	0.0030120483076	0.0024920471405	-0.0096538959513	0.0012408828537	0.0100666924991	-0.0073383688290
     190	-0.0112682464113	-0.0112657654682	0.0004494596608	0.0099557963538	0.0139307844932	0.0113190493348	0.0013094125470	-0.0072086763461
     191	-0.0110925976364	-0.0115637787687	0.0026692259524	0.0025050526560	-0.0138414395006	-0.0120142258937	-0.0009495026725	0.0153558659560
     192	0.0155074585902	-0.0040647602347	-0.0033416266366	0.0105320175394	-0.0016751032057	-0.0055254086378	-0.0111961982216	0.0193734973448
     193	-0.0093433079910	-0.0037087139138	-0.0007317379738	-0.0080082930226	-0.0032425898269	-0.0156099703058	-0.0113578009894	0.0123074444787
     194	0.0157973090128	-0.0037173708476	0.0023852178105	0.0081073491685	0.0138287927447	0.0047670708120	-0.0006909049000	-0.0027335361543
     195	-0.0034848127906	0.0146473644408	-0.0011537383376	0.0000513513357	-0.0043369400792	0.0033316695740	-0.0005750934176	-0.0052428667670
